committee,seqId,daon,decentruth,seenfeed,deepthought
1.2185943s,18132.0,1.033343788s,1.472964947s,1.3156409s,1.114823788s
1.2957928s,18133.0,1.209557367s,1.454550845s,1.1277004s,1.413767134s
1.2792575s,18134.0,1.217166986s,1.163879819s,1.2006374s,1.037127449s
1.2636595s,18135.0,1.431877877s,1.481490592s,1.3256396s,1.072303782s
1.2988216s,18136.0,1.108612348s,1.48148489s,1.1507971s,1.247069663s
1.408565s,18137.0,1.198712344s,1.432929475s,1.4017628s,1.331280963s
1.4112947s,18138.0,1.368444005s,1.475262965s,1.1285336s,1.476191513s
1.3931355s,18139.0,1.436020174s,1.321893969s,1.4560351s,1.423941402s
1.2967391s,18140.0,1.124972778s,1.474090845s,1.4635755s,1.340484864s
1.3479274s,18141.0,1.270098471s,1.07940357s,1.4755174s,1.000085372s
1.4469411s,18142.0,1.121978303s,1.218480654s,1.255408s,1.012330991s
1.0498167s,18143.0,1.086100619s,1.043530767s,1.2445254s,1.231382864s
1.1255363s,18144.0,1.059824364s,1.390626006s,1.49178s,1.493128547s
1.2563638s,18145.0,1.208418328s,1.096137145s,1.3069044s,1.271577071s
1.0650979s,18146.0,1.046650805s,1.070036423s,1.1907367s,1.195934931s
1.3323249s,18147.0,1.330826435s,1.463664597s,1.1714488s,1.452982215s
1.3221764s,18148.0,1.330806249s,1.096108258s,1.2246996s,1.074607484s
1.3066384s,18149.0,1.120671132s,1.121507269s,1.1083779s,1.225061064s
1.3154616s,18150.0,1.240142225s,1.359582689s,1.076365s,1.499396525s
1.023794s,18151.0,1.280637994s,1.194030295s,1.2414923s,1.294162212s
1.3304917s,18152.0,1.100032736s,1.192939238s,1.4547366s,1.055242544s
1.2529852s,18153.0,1.105490001s,1.069509442s,1.0596283s,1.061558883s
1.3105688s,18154.0,1.487133442s,1.119707494s,1.0172028s,1.038005684s
1.2752303s,18155.0,1.487127022s,1.181499797s,1.4327916s,1.339389744s
1.2508392s,18156.0,1.167044462s,1.027776994s,1.4499s,1.442078468s
1.1200582s,18157.0,1.022122037s,1.030017376s,1.1418782s,1.417913443s
1.3826825s,18158.0,1.356080958s,1.309900347s,1.4547366s,1.349637492s
1.4447627s,18159.0,1.431074504s,1.288063992s,1.0947904s,1.264943101s
1.0611106s,18160.0,1.025418443s,1.412368312s,1.2132796s,1.033767895s
1.1621208s,18161.0,1.234065479s,1.405602086s,1.4248522s,1.144788912s
1.3386156s,18162.0,1.085795741s,1.092153517s,1.2413809s,1.182236934s
1.0870269s,18163.0,1.366049628s,1.029962366s,1.4191292s,1.324876222s
1.480212s,18164.0,1.423561218s,1.314334961s,1.4831981s,1.058138338s
1.2564977s,18165.0,1.286724356s,1.117697225s,1.2100814s,1.22540007s
1.131242s,18166.0,1.135992604s,1.165044876s,1.2428253s,1.234651407s
1.1777439s,18167.0,1.147020138s,1.041849815s,1.3409082s,1.374038442s
1.2878182s,18168.0,1.250643702s,1.081278917s,1.4174317s,1.16498237s
1.4878495s,18169.0,1.333030506s,1.107454228s,1.2828374s,1.077351267s
1.1044947s,18170.0,1.212153828s,1.477872546s,1.4223158s,1.120552472s
1.4288721s,18171.0,1.43726351s,1.018021241s,1.2667227s,1.169264932s
1.4233768s,18172.0,1.257177497s,1.338431946s,1.2281915s,1.443824748s
1.2088619s,18173.0,1.277052261s,1.201998176s,1.187512s,1.474061565s
1.2596903s,18174.0,1.007053124s,1.165348452s,1.2845031s,1.164064646s
1.2179433s,18175.0,1.025595892s,1.318687426s,1.2444577s,1.228783815s
1.2914134s,18176.0,1.416257585s,1.00547885s,1.0505551s,1.260021865s
1.496671s,18177.0,1.119121635s,1.035765617s,1.0386814s,1.38657861s
1.1920533s,18178.0,1.481044143s,1.309279038s,1.0257535s,1.188543002s
1.1996628s,18179.0,1.492092132s,1.180002756s,1.1414192s,1.477264614s
1.0013772s,18180.0,1.489789638s,1.389251424s,1.3937839s,1.272254569s
1.2453403s,18181.0,1.226346094s,1.27761638s,1.1755064s,1.457384152s
1.1720102s,18182.0,1.185013946s,1.436066169s,1.4467042s,1.10765164s
1.4013188s,18183.0,1.168682449s,1.185375076s,1.1074637s,1.103414466s
1.4690902s,18184.0,1.322421422s,1.496212769s,1.2823847s,1.181935233s
1.2353992s,18185.0,1.108319746s,1.384409763s,1.4549658s,1.014094527s
1.0167265s,18186.0,1.260031661s,1.38866028s,1.3414126s,1.250355942s
1.314121s,18187.0,1.14891419s,1.354713314s,1.2373925s,1.350069749s
1.4379978s,18188.0,1.245891706s,1.041501814s,1.1103943s,1.190078023s
1.153836s,18189.0,1.015736808s,1.024020854s,1.3575161s,1.2575803s
1.0135815s,18190.0,1.31039998s,1.116006061s,1.2798198s,1.328946434s
1.1959448s,18191.0,1.414976366s,1.397510216s,1.3823934s,1.148752793s
1.1356974s,18192.0,1.317357783s,1.239343609s,1.233409s,1.49072138s
1.1833938s,18193.0,1.066748178s,1.263238255s,1.2302994s,1.286554693s
1.2193889s,18194.0,1.194509784s,1.112434295s,1.4075872s,1.391484661s
1.4193088s,18195.0,1.243190072s,1.187711671s,1.1835472s,1.3258353s
1.2092136s,18196.0,1.305797695s,1.465792667s,1.088464s,1.497922499s
1.3707568s,18197.0,1.19225108s,1.352403384s,1.1658822s,1.154033788s
1.2504256s,18198.0,1.109273561s,1.082739066s,1.3083728s,1.377236205s
1.3831905s,18199.0,1.474329231s,1.061308914s,1.2235747s,1.016393028s
1.3385175s,18200.0,1.313899289s,1.386103297s,1.2195336s,1.275361368s
1.1528831s,18201.0,1.361023781s,1.379025839s,1.442776s,1.288107694s
1.0390747s,18202.0,1.076021919s,1.450994562s,1.3794351s,1.213821507s
1.2383343s,18203.0,1.033090268s,1.414537381s,1.2104247s,1.193560982s
1.4290733s,18204.0,1.292346562s,1.250628964s,1.3217449s,1.471816063s
1.4536969s,18205.0,1.17480748s,1.208412173s,1.1183552s,1.318533636s
1.0847427s,18206.0,1.025448248s,1.07306586s,1.140494s,1.224999787s
1.1507489s,18207.0,1.255826911s,1.439737473s,1.3941806s,1.295296569s
1.2057439s,18208.0,1.090616918s,1.382220058s,1.0243805s,1.181339894s
1.021334s,18209.0,1.117336349s,1.064845922s,1.2514406s,1.251228333s
1.0717337s,18210.0,1.080461424s,1.027641126s,1.1698402s,1.165122883s
1.1576713s,18211.0,1.321797668s,1.464636188s,1.1331302s,1.041118025s
1.2958794s,18212.0,1.165670563s,1.097372928s,1.2327139s,1.312295167s
1.2600473s,18213.0,1.357777055s,1.053412225s,1.4943755s,1.393790508s
1.4429737s,18214.0,1.093030566s,1.367895007s,1.4014824s,1.270816941s
1.212843s,18215.0,1.487512184s,1.395290337s,1.387849s,1.430035448s
1.4379163s,18216.0,1.438404419s,1.15640971s,1.3012949s,1.287033011s
1.2479401s,18217.0,1.050104669s,1.467822035s,1.2358792s,1.21157263s
1.1992554s,18218.0,1.183167463s,1.410572031s,1.4439473s,1.37753621s
1.4524173s,18219.0,1.121750722s,1.262844471s,1.0306923s,1.116384868s
1.4629855s,18220.0,1.423064222s,1.310669782s,1.1259912s,1.041116587s
1.4009178s,18221.0,1.012038885s,1.456448243s,1.2163958s,1.445354165s
1.186454s,18222.0,1.345006721s,1.211807834s,1.413439s,1.404111378s
1.0697981s,18223.0,1.315218582s,1.265092592s,1.3861633s,1.010691205s
1.1950001s,18224.0,1.00536282s,1.399699988s,1.4803311s,1.001247683s
1.2152101s,18225.0,1.090819644s,1.290774008s,1.1493793s,1.006482892s
1.0330272s,18226.0,1.423121737s,1.43684941s,1.2503247s,1.140153199s
1.2803158s,18227.0,1.319632077s,1.059928182s,1.2503247s,1.250679461s
1.4644945s,18228.0,1.02308428s,1.378099086s,1.4734264s,1.178427131s
1.2152101s,18229.0,1.100633494s,1.123436745s,1.4074213s,1.327957956s
1.3380587s,18230.0,1.408776772s,1.040229262s,1.4557495s,1.056996235s
1.2075459s,18231.0,1.317311318s,1.155853305s,1.4481602s,1.330819827s
1.4194575s,18232.0,1.230418953s,1.445859529s,1.084385s,1.458324193s
1.4438265s,18233.0,1.407404412s,1.247299952s,1.027474s,1.320587791s
1.2567356s,18234.0,1.347003906s,1.033792685s,1.464188s,1.406064608s
1.0363564s,18235.0,1.170062957s,1.104190522s,1.3987375s,1.203041548s
1.1308865s,18236.0,1.094921037s,1.411117943s,1.2013932s,1.192895514s
1.0317518s,18237.0,1.472296391s,1.022321396s,1.4712455s,1.16067419s
1.1489622s,18238.0,1.239183973s,1.050149012s,1.3112908s,1.110460703s
1.3030655s,18239.0,1.074526s,1.103053437s,1.2538655s,1.464597688s
1.2466745s,18240.0,1.262376615s,1.327244689s,1.4033529s,1.218291223s
1.176352s,18241.0,1.140571875s,1.077284714s,1.2439417s,1.089800486s
1.4671069s,18242.0,1.475296662s,1.452125809s,1.3036112s,1.000061075s
1.090695s,18243.0,1.415839873s,1.027080512s,1.1487681s,1.20326526s
1.1828294s,18244.0,1.133832637s,1.4708448s,1.2696017s,1.172029576s
1.0896283s,18245.0,1.184036095s,1.458402767s,1.2881134s,1.366809774s
1.0043347s,18246.0,1.350929593s,1.434541066s,1.2713287s,1.49431582s
1.1599521s,18247.0,1.00878829s,1.387556341s,1.4483811s,1.052577968s
1.1369384s,18248.0,1.005398101s,1.049550372s,1.2181679s,1.040344776s
1.1376171s,18249.0,1.066604262s,1.204868287s,1.1149244s,1.422031373s
1.0124504s,18250.0,1.482090663s,1.217243038s,1.2181679s,1.267535745s
1.0482672s,18251.0,1.31575598s,1.149695451s,1.157524s,1.102479167s
1.0579505s,18252.0,1.338837538s,1.007505877s,1.4848906s,1.227060011s
1.1605804s,18253.0,1.333305356s,1.388763124s,1.3231772s,1.448078989s
1.3427961s,18254.0,1.386086611s,1.040741538s,1.2602088s,1.318484395s
1.4908327s,18255.0,1.080945494s,1.091213498s,1.1097885s,1.142706503s
1.1352029s,18256.0,1.133904937s,1.000103391s,1.4674757s,1.289267106s
1.2195387s,18257.0,1.364181696s,1.239070617s,1.3997652s,1.359718098s
1.3646402s,18258.0,1.204881106s,1.05994458s,1.2857539s,1.074277646s
1.2504964s,18259.0,1.285845349s,1.276317999s,1.4556485s,1.211900938s
1.3900089s,18260.0,1.495885114s,1.463293448s,1.4556485s,1.062066815s
1.1395868s,18261.0,1.028963376s,1.412358315s,1.3691936s,1.144519613s
1.2463948s,18262.0,1.223272728s,1.492505828s,1.0587679s,1.229015224s
1.0478576s,18263.0,1.332042777s,1.374190745s,1.3785677s,1.370078948s
1.2807229s,18264.0,1.303446374s,1.023613733s,1.331452s,1.264281086s
1.1712469s,18265.0,1.155016888s,1.057072889s,1.4552713s,1.373328397s
1.1825827s,18266.0,1.051616517s,1.115710802s,1.4939413s,1.291831543s
1.0675068s,18267.0,1.255098061s,1.470930217s,1.3233017s,1.4436011s
1.3629413s,18268.0,1.376193503s,1.494737854s,1.3735433s,1.064272901s
1.346696s,18269.0,1.145097995s,1.023606032s,1.0291918s,1.177795782s
1.094257s,18270.0,1.368461854s,1.459667993s,1.4672972s,1.286519285s
1.2080009s,18271.0,1.14666168s,1.382578882s,1.4817034s,1.101421231s
1.4244745s,18272.0,1.320853615s,1.496297803s,1.2078149s,1.267336031s
1.348047s,18273.0,1.310947807s,1.301005119s,1.2976179s,1.258105996s
1.3057717s,18274.0,1.324126193s,1.080484428s,1.3006352s,1.328624857s
1.4996755s,18275.0,1.272084574s,1.316518027s,1.2335009s,1.415132801s
1.105756s,18276.0,1.340603158s,1.430425992s,1.4296646s,1.226919459s
1.0967434s,18277.0,1.456177612s,1.017875895s,1.1365762s,1.388889654s
1.3615808s,18278.0,1.299976848s,1.345079976s,1.2115451s,1.115590324s
1.4331113s,18279.0,1.208812982s,1.399272262s,1.0383706s,1.013117236s
1.2624317s,18280.0,1.009760418s,1.214579974s,1.3995067s,1.455379043s
1.4280284s,18281.0,1.342954107s,1.445941055s,1.4773766s,1.275057021s
1.3870398s,18282.0,1.349462556s,1.260215106s,1.2077187s,1.072310925s
1.1317997s,18283.0,1.090039992s,1.097000403s,1.0669897s,1.233868703s
1.033779s,18284.0,1.404599433s,1.378667098s,1.1361413s,1.302300684s
1.1173136s,18285.0,1.25045056s,1.099228455s,1.0305386s,1.014087945s
1.4894782s,18286.0,1.168355127s,1.090602339s,1.4994018s,1.111507511s
1.3281572s,18287.0,1.221971501s,1.42817434s,1.0825103s,1.036534334s
1.1262076s,18288.0,1.099900716s,1.322335611s,1.3583958s,1.049821976s
1.0758485s,18289.0,1.249232815s,1.09176884s,1.2266123s,1.054027533s
1.3328261s,18290.0,1.072346202s,1.10246089s,1.2927827s,1.027318517s
1.4601569s,18291.0,1.365341367s,1.00265315s,1.3330896s,1.404372116s
1.1051029s,18292.0,1.48265423s,1.444920586s,1.072547s,1.372507545s
1.1341451s,18293.0,1.045944153s,1.270856591s,1.2765242s,1.099597957s
1.417934s,18294.0,1.309249221s,1.011080437s,1.3835558s,1.085390876s
1.1187526s,18295.0,1.248015125s,1.105923214s,1.3507241s,1.021098775s
1.2232193s,18296.0,1.158013743s,1.433571913s,1.3766884s,1.399995485s
1.3685778s,18297.0,1.412848774s,1.318073841s,1.0513332s,1.243087192s
1.3094683s,18298.0,1.382766862s,1.160284512s,1.2435558s,1.188865792s
1.3281572s,18299.0,1.167029294s,1.158005114s,1.4255354s,1.402096808s
1.3922129s,18300.0,1.166980024s,1.434685344s,1.049707s,1.376720059s
1.127901s,18301.0,1.318492408s,1.295446562s,1.0345449s,1.470133493s
1.1145912s,18302.0,1.470908554s,1.423122075s,1.4073284s,1.024153263s
1.0302003s,18303.0,1.486453842s,1.259059607s,1.1572963s,1.485330718s
1.1335699s,18304.0,1.27674212s,1.038971999s,1.3934244s,1.255997197s
1.3198326s,18305.0,1.226051338s,1.13995538s,1.0482521s,1.03665505s
1.1156948s,18306.0,1.140460304s,1.002620431s,1.4249884s,1.029391931s
1.4889287s,18307.0,1.076341755s,1.116057611s,1.416254s,1.33469912s
1.0939945s,18308.0,1.125111616s,1.248660729s,1.4081846s,1.314412926s
1.1268386s,18309.0,1.161451357s,1.314064763s,1.1843288s,1.35387681s
1.1036165s,18310.0,1.157002973s,1.240282735s,1.3437834s,1.299219047s
1.4846854s,18311.0,1.0962604s,1.371473133s,1.2756122s,1.449360709s
1.0538144s,18312.0,1.289267864s,1.016384814s,1.3385752s,1.24862086s
1.2097974s,18313.0,1.142680852s,1.312036314s,1.4258579s,1.309990063s
1.4636838s,18314.0,1.304494469s,1.076449755s,1.3594068s,1.228146092s
1.3221963s,18315.0,1.126213405s,1.414900962s,1.0779098s,1.232354181s
1.4778384s,18316.0,1.485814996s,1.337024831s,1.0708716s,1.271782092s
1.136012s,18317.0,1.061747604s,1.026631837s,1.3657035s,1.370125769s
1.0091628s,18318.0,1.402172438s,1.255696493s,1.103511s,1.010684523s
1.1157565s,18319.0,1.190126187s,1.326576867s,1.3119009s,1.026943783s
1.2994675s,18320.0,1.050558105s,1.16205822s,1.0978153s,1.002467783s
1.3647439s,18321.0,1.448285421s,1.462673627s,1.2294916s,1.461127348s
1.4907118s,18322.0,1.28357108s,1.474311137s,1.0731295s,1.432989172s
1.4247008s,18323.0,1.314387583s,1.352217885s,1.4834341s,1.235060096s
1.1530532s,18324.0,1.425061049s,1.180060382s,1.1004198s,1.236163393s
1.1976557s,18325.0,1.333107252s,1.282024652s,1.46393s,1.481358696s
1.3610231s,18326.0,1.229544828s,1.269798163s,1.460455s,1.202493324s
1.0103414s,18327.0,1.050229493s,1.392197377s,1.0944466s,1.419711333s
1.2482002s,18328.0,1.488059194s,1.34906203s,1.3245154s,1.226718232s
1.4786229s,18329.0,1.385150761s,1.414733742s,1.2324569s,1.396520676s
1.323518s,18330.0,1.131107162s,1.23790821s,1.117055s,1.003084251s
1.14318s,18331.0,1.32011153s,1.367775327s,1.344656s,1.036110301s
1.1904441s,18332.0,1.178749524s,1.397330197s,1.3973927s,1.1003255s
1.1453566s,18333.0,1.180938051s,1.029510771s,1.2780491s,1.162941035s
1.2961323s,18334.0,1.438066483s,1.26807169s,1.1342476s,1.181224521s
1.4965586s,18335.0,1.20523089s,1.231561179s,1.0358334s,1.156719948s
1.3218165s,18336.0,1.450092186s,1.298528867s,1.2780491s,1.389755921s
1.0297702s,18337.0,1.038018281s,1.07453379s,1.2868124s,1.155565856s
1.1585961s,18338.0,1.471036707s,1.483509607s,1.0195691s,1.304498835s
1.1702885s,18339.0,1.236103181s,1.21805614s,1.4495315s,1.469246009s
1.4934789s,18340.0,1.398472843s,1.475307928s,1.3863096s,1.455083601s
1.1395606s,18341.0,1.185866204s,1.263484284s,1.2026645s,1.206726554s
1.2192524s,18342.0,1.239023436s,1.14503509s,1.0956594s,1.152484977s
1.4717129s,18343.0,1.162859906s,1.033125792s,1.013711s,1.225979294s
1.0457488s,18344.0,1.125053067s,1.368989589s,1.3432207s,1.395710083s
1.114283s,18345.0,1.135076263s,1.479302815s,1.4186366s,1.246105738s
1.2507772s,18346.0,1.165025281s,1.334761479s,1.2433979s,1.10662523s
1.4378139s,18347.0,1.317114441s,1.177254687s,1.4635298s,1.462936357s
1.138435s,18348.0,1.443564227s,1.066326095s,1.4445081s,1.365408628s
1.0613261s,18349.0,1.418308433s,1.081565138s,1.2790452s,1.132090828s
1.3573056s,18350.0,1.358633598s,1.096792232s,1.1131917s,1.108874808s
1.0225409s,18351.0,1.268374415s,1.06489018s,1.297277s,1.377262793s
1.0596398s,18352.0,1.341126478s,1.120283295s,1.0126326s,1.422024329s
1.3933551s,18353.0,1.43885055s,1.317336825s,1.0630621s,1.169531138s
1.0025419s,18354.0,1.158799639s,1.339995556s,1.125472s,1.470245625s
1.1974071s,18355.0,1.15408792s,1.191117379s,1.2428973s,1.480476739s
1.0945545s,18356.0,1.115341132s,1.098497679s,1.1763924s,1.08427999s
1.384435s,18357.0,1.23098992s,1.166652267s,1.370813s,1.391493844s
1.3549718s,18358.0,1.11534946s,1.161426098s,1.2448939s,1.345855937s
1.3954489s,18359.0,1.067093585s,1.479434715s,1.0884974s,1.364064004s
1.2835979s,18360.0,1.193062553s,1.380062255s,1.333805s,1.402700263s
1.1026465s,18361.0,1.060662142s,1.489496622s,1.4139067s,1.258025652s
1.3339586s,18362.0,1.416245469s,1.457967314s,1.0779639s,1.071133627s
1.0674332s,18363.0,1.191587463s,1.307877722s,1.2423488s,1.331293473s
1.4216162s,18364.0,1.217460284s,1.13857837s,1.4368914s,1.341497462s
1.4815143s,18365.0,1.476165504s,1.457925126s,1.1777191s,1.084374734s
1.3494333s,18366.0,1.053974188s,1.003762377s,1.2724027s,1.417881434s
1.0414551s,18367.0,1.284861658s,1.320931892s,1.2618724s,1.192896144s
1.2018339s,18368.0,1.195000329s,1.312308534s,1.4445207s,1.165681002s
1.1626261s,18369.0,1.157351287s,1.003755861s,1.1925908s,1.442029018s
1.2982073s,18370.0,1.274592501s,1.007002337s,1.1565716s,1.387654175s
1.3230535s,18371.0,1.121044389s,1.385108343s,1.2846476s,1.2312516s
1.4944017s,18372.0,1.18497759s,1.195043253s,1.3655707s,1.247728359s
1.4266636s,18373.0,1.112947849s,1.468236902s,1.3224431s,1.016134182s
1.2370008s,18374.0,1.238577907s,1.078048827s,1.4842782s,1.413172362s
1.2015001s,18375.0,1.11302919s,1.32177703s,1.2827912s,1.211979625s
1.3096017s,18376.0,1.484623542s,1.435167719s,1.0603104s,1.274899022s
1.3320422s,18377.0,1.385504742s,1.213609234s,1.0004985s,1.096353286s
1.0895028s,18378.0,1.424014262s,1.094283766s,1.4094227s,1.236458261s
1.1241462s,18379.0,1.281739146s,1.164546654s,1.2453802s,1.142742185s
1.1155632s,18380.0,1.176236967s,1.256913558s,1.3454713s,1.123529534s
1.3308051s,18381.0,1.255666665s,1.240348603s,1.4843008s,1.174855019s
1.3962978s,18382.0,1.022665466s,1.389347787s,1.062798s,1.236037927s
1.1947276s,18383.0,1.208462643s,1.355725103s,1.110399s,1.16959773s
1.0260484s,18384.0,1.081122701s,1.433988391s,1.0463433s,1.119187929s
1.1841549s,18385.0,1.373014128s,1.294941877s,1.2902049s,1.308273526s
1.1649523s,18386.0,1.279652852s,1.2415207s,1.0364656s,1.45808222s
1.2070205s,18387.0,1.366527359s,1.010192209s,1.2355793s,1.3424697s
1.046351s,18388.0,1.490071249s,1.0531257s,1.0056443s,1.140418569s
1.0628665s,18389.0,1.038043927s,1.061611946s,1.2064102s,1.381867275s
1.1799322s,18390.0,1.084432671s,1.206474166s,1.3416219s,1.369691103s
1.3184314s,18391.0,1.255584978s,1.07662457s,1.3048082s,1.338543637s
1.4549853s,18392.0,1.387348971s,1.001751408s,1.2117422s,1.348910101s
1.4860737s,18393.0,1.071162434s,1.413687789s,1.2582457s,1.043147189s
1.3636767s,18394.0,1.027896239s,1.313742747s,1.0337538s,1.237100488s
1.217936s,18395.0,1.422152776s,1.414801099s,1.0226633s,1.383030723s
1.041494s,18396.0,1.02901747s,1.467981507s,1.392868s,1.460309399s
1.3320422s,18397.0,1.162989341s,1.479287023s,1.4580505s,1.194942061s
1.1672576s,18398.0,1.286486485s,1.186274241s,1.4843167s,1.268306609s
1.3917612s,18399.0,1.291980505s,1.120880592s,1.4707017s,1.126395183s
1.3873803s,18400.0,1.154034575s,1.463803973s,1.1978534s,1.190695342s
1.234408s,18401.0,1.203815084s,1.207191848s,1.2692501s,1.171483932s
1.2716284s,18402.0,1.06371635s,1.406322758s,1.375416s,1.492649379s
1.1399936s,18403.0,1.435757903s,1.29254954s,1.1519056s,1.047606443s
1.4673137s,18404.0,1.461953815s,1.471687977s,1.1963309s,1.065877952s
1.0417296s,18405.0,1.384485224s,1.086989342s,1.0146237s,1.480437054s
1.1302309s,18406.0,1.4929567s,1.479894532s,1.0343163s,1.146308339s
1.0939108s,18407.0,1.410618907s,1.291414079s,1.2047071s,1.443206182s
1.3453929s,18408.0,1.489601922s,1.364981693s,1.307629s,1.141041347s
1.4560936s,18409.0,1.49076556s,1.493064256s,1.0916978s,1.202675522s
1.293935s,18410.0,1.259792739s,1.407449466s,1.1322613s,1.303993398s
1.0073345s,18411.0,1.455575784s,1.11337672s,1.1545819s,1.032986937s
1.2595998s,18412.0,1.126482264s,1.487833332s,1.2052604s,1.499937571s
1.2601957s,18413.0,1.449077565s,1.48671529s,1.114622s,1.099460073s
1.4775245s,18414.0,1.354597608s,1.373746997s,1.0168845s,1.011720269s
1.4807019s,18415.0,1.316902203s,1.028504339s,1.2693283s,1.480679371s
1.1654043s,18416.0,1.468761311s,1.117648163s,1.470602s,1.235076276s
1.4988121s,18417.0,1.068306062s,1.217155102s,1.114622s,1.21195329s
1.3016791s,18418.0,1.240925461s,1.067683448s,1.2186287s,1.172709218s
1.1504457s,18419.0,1.301474139s,1.263358639s,1.3255761s,1.274288644s
1.4422176s,18420.0,1.231045419s,1.246626504s,1.0497282s,1.04221298s
1.2897413s,18421.0,1.167207697s,1.298419494s,1.106492s,1.189658501s
1.3279451s,18422.0,1.333848758s,1.02302793s,1.3067816s,1.466992567s
1.4161265s,18423.0,1.039843029s,1.383114903s,1.05852s,1.254102812s
1.2724512s,18424.0,1.146315413s,1.128934747s,1.4377415s,1.229893119s
1.3749328s,18425.0,1.076051624s,1.301636656s,1.4594234s,1.175452756s
1.281653s,18426.0,1.102690483s,1.469756336s,1.382571s,1.289360145s
1.3003713s,18427.0,1.384324251s,1.242922329s,1.4995658s,1.075954514s
1.3154656s,18428.0,1.420651237s,1.032215258s,1.3397885s,1.326651675s
1.1330975s,18429.0,1.269169136s,1.282808105s,1.0408481s,1.122187252s
1.4640374s,18430.0,1.083923359s,1.097046336s,1.4866401s,1.121087569s
1.1359555s,18431.0,1.383534547s,1.193259961s,1.2035224s,1.044792377s
1.3289197s,18432.0,1.206036941s,1.072866801s,1.1724381s,1.388299974s
1.3433835s,18433.0,1.214834859s,1.497011502s,1.4492352s,1.476989695s
1.1640368s,18434.0,1.350758956s,1.279588894s,1.4532909s,1.335890448s
1.3431961s,18435.0,1.270510869s,1.152849207s,1.2676603s,1.428761117s
1.0381161s,18436.0,1.263852736s,1.066600885s,1.1226694s,1.424555609s
1.3110666s,18437.0,1.208237193s,1.268383072s,1.0567253s,1.178325495s
1.3100318s,18438.0,1.479174438s,1.166061567s,1.0266871s,1.070069207s
1.4077335s,18439.0,1.383509167s,1.321035954s,1.2466638s,1.345070192s
1.2564122s,18440.0,1.126628315s,1.057222209s,1.1526331s,1.268648652s
1.4110323s,18441.0,1.281952988s,1.136478403s,1.1395907s,1.101492029s
1.00482s,18442.0,1.246401376s,1.389340564s,1.0924998s,1.44323512s
1.3774527s,18443.0,1.466887558s,1.412031451s,1.2702617s,1.462712288s
1.0565104s,18444.0,1.244209689s,1.118104861s,1.08459s,1.446493863s
1.3774694s,18445.0,1.468014775s,1.385016861s,1.2389478s,1.355421196s
1.484737s,18446.0,1.467998623s,1.302997908s,1.2788536s,1.230786448s
1.2494748s,18447.0,1.02308135s,1.188545417s,1.2478015s,1.369951575s
1.4793943s,18448.0,1.188161333s,1.258203649s,1.2514327s,1.019121902s
1.2666017s,18449.0,1.381380616s,1.257021218s,1.4822639s,1.312088905s
1.125932s,18450.0,1.409807987s,1.006848322s,1.4132613s,1.367727738s
1.1656994s,18451.0,1.44358229s,1.48585963s,1.2074107s,1.426095018s
1.0495667s,18452.0,1.074583655s,1.129814655s,1.0072752s,1.019363623s
1.0035324s,18453.0,1.300475845s,1.418492038s,1.4081424s,1.312041296s
1.2081143s,18454.0,1.074481744s,1.402035439s,1.0311782s,1.366467343s
1.2315273s,18455.0,1.25135439s,1.153235557s,1.1262179s,1.32826653s
1.0425641s,18456.0,1.25139113s,1.212834509s,1.016364s,1.396964023s
1.1863834s,18457.0,1.305953451s,1.288583219s,1.0968095s,1.000079705s
1.1831324s,18458.0,1.105204615s,1.140030937s,1.0093523s,1.106630475s
1.2160788s,18459.0,1.085281164s,1.279030639s,1.3540573s,1.47629154s
1.1107703s,18460.0,1.018094152s,1.083293192s,1.3085363s,1.384744145s
1.210406s,18461.0,1.263287852s,1.362329399s,1.0443381s,1.000290887s
1.2470294s,18462.0,1.362762707s,1.409547893s,1.2775149s,1.211040265s
1.0211671s,18463.0,1.177525855s,1.148851427s,1.4397823s,1.494930003s
1.3440925s,18464.0,1.424345596s,1.471117783s,1.3623811s,1.388690908s
1.2477267s,18465.0,1.379355277s,1.442299657s,1.0588242s,1.243335784s
1.0293915s,18466.0,1.220348835s,1.042380794s,1.3550115s,1.49505487s
1.3857453s,18467.0,1.310167209s,1.395240909s,1.2894717s,1.160867473s
1.0364623s,18468.0,1.497665961s,1.023648678s,1.0325164s,1.113411171s
1.3334075s,18469.0,1.095996815s,1.110980001s,1.4893283s,1.141666452s
1.3647345s,18470.0,1.287014331s,1.036009436s,1.1347911s,1.042558199s
1.2340345s,18471.0,1.025445477s,1.295072068s,1.4027004s,1.420213018s
1.0772899s,18472.0,1.143421505s,1.16206873s,1.3696731s,1.268725465s
1.0064603s,18473.0,1.441019975s,1.337929502s,1.0022344s,1.036560879s
1.1831324s,18474.0,1.046401819s,1.379656596s,1.3513845s,1.115341538s
1.4385993s,18475.0,1.268973668s,1.003032028s,1.0705802s,1.061060708s
1.4894782s,18476.0,1.083896165s,1.356038785s,1.3883404s,1.488411426s
1.3321937s,18477.0,1.206006429s,1.265390173s,1.1519004s,1.053794359s
1.2022193s,18478.0,1.362631367s,1.082648054s,1.0144018s,1.006100505s
1.1561555s,18479.0,1.398037716s,1.247928985s,1.2185974s,1.356019787s
1.1162651s,18480.0,1.339318388s,1.207113668s,1.2733383s,1.026316945s
1.3754543s,18481.0,1.222756838s,1.274945057s,1.0775146s,1.28054026s
1.4508785s,18482.0,1.091421626s,1.427429345s,1.2745698s,1.053157496s
