committee,seqId,daon,decentruth,seenfeed,deepthought
1.0235589s,4633.0,1.002744722s,1.117360246s,1.0195326s,1.326121771s
1.2454492s,4634.0,1.231141935s,1.362996395s,1.1524535s,1.043898603s
1.4669071s,4635.0,1.405094959s,1.439507004s,1.1512627s,1.087020738s
1.2207173s,4636.0,1.236569505s,1.262036387s,1.2887608s,1.190322776s
1.3650824s,4637.0,1.474301947s,1.334113991s,1.3772556s,1.250809409s
1.2524207s,4638.0,1.366010254s,1.470967667s,1.2205736s,1.494304185s
1.4245994s,4639.0,1.160427449s,1.275333345s,1.008101s,1.225580995s
1.3713034s,4640.0,1.307145325s,1.338357731s,1.1117483s,1.346705873s
1.3260121s,4641.0,1.39019619s,1.433543861s,1.3924857s,1.176440202s
1.3675659s,4642.0,1.093756454s,1.038521474s,1.0664363s,1.226744421s
1.4236414s,4643.0,1.072737944s,1.267622215s,1.1141354s,1.481561778s
1.0356818s,4644.0,1.247928481s,1.105973186s,1.3313483s,1.331451875s
1.2138794s,4645.0,1.343903018s,1.263414523s,1.3885755s,1.462313054s
1.0867257s,4646.0,1.197020332s,1.41972672s,1.3389822s,1.455042357s
1.3264263s,4647.0,1.350650027s,1.308300404s,1.1375819s,1.300254293s
1.2916508s,4648.0,1.157422193s,1.117409206s,1.3125855s,1.334732208s
1.4223064s,4649.0,1.086021987s,1.289030841s,1.3965168s,1.264012176s
1.227995s,4650.0,1.238022616s,1.230049905s,1.0254925s,1.011112244s
1.4697276s,4651.0,1.077939935s,1.201704818s,1.40685s,1.420617783s
1.0285163s,4652.0,1.483127232s,1.022405023s,1.2095708s,1.477671718s
1.4997125s,4653.0,1.133816569s,1.411229468s,1.1724597s,1.451471408s
1.0030692s,4654.0,1.100046396s,1.296460685s,1.1897532s,1.425861957s
1.2955204s,4655.0,1.191874626s,1.352025311s,1.4966461s,1.432212432s
1.4241323s,4656.0,1.25839414s,1.462333801s,1.2864939s,1.405402139s
1.2228665s,4657.0,1.121764105s,1.02969181s,1.3465304s,1.040370915s
1.2684932s,4658.0,1.334213537s,1.278044083s,1.0809231s,1.3048551s
1.1000883s,4659.0,1.423826066s,1.139204719s,1.1778336s,1.333118412s
1.4525283s,4660.0,1.350426113s,1.495581567s,1.4446261s,1.030138779s
1.1138469s,4661.0,1.039251362s,1.250152639s,1.0128111s,1.017614571s
1.2967502s,4662.0,1.05037607s,1.348088114s,1.3954126s,1.487747967s
1.4697276s,4663.0,1.327444354s,1.43381312s,1.4269056s,1.022004357s
1.2862669s,4664.0,1.493562842s,1.249020295s,1.3213934s,1.208515793s
1.3617637s,4665.0,1.109085843s,1.488868599s,1.4956068s,1.227709228s
1.0141583s,4666.0,1.21077197s,1.300692302s,1.2534587s,1.413479891s
1.1171254s,4667.0,1.208523932s,1.439053134s,1.3015916s,1.080247091s
1.2546753s,4668.0,1.151035903s,1.016206536s,1.1957591s,1.347988055s
1.4986678s,4669.0,1.276918929s,1.007809304s,1.3533465s,1.020832968s
1.3697092s,4670.0,1.120016279s,1.039644222s,1.3911965s,1.372241973s
1.0074773s,4671.0,1.489437089s,1.118729064s,1.2735391s,1.259059136s
1.374243s,4672.0,1.043626739s,1.179328298s,1.2517628s,1.443047321s
1.0808465s,4673.0,1.321414283s,1.073792813s,1.4702573s,1.205889213s
1.3799955s,4674.0,1.072470423s,1.398393667s,1.3286004s,1.333271043s
1.2550833s,4675.0,1.338993318s,1.066282131s,1.2836429s,1.04656069s
1.0304705s,4676.0,1.169104212s,1.06739897s,1.2487146s,1.25912294s
1.2527068s,4677.0,1.198591329s,1.237251242s,1.2825977s,1.007087939s
1.485317s,4678.0,1.082522549s,1.096733075s,1.2171186s,1.42383147s
1.3471001s,4679.0,1.26214881s,1.251509787s,1.1286863s,1.363526162s
1.374243s,4680.0,1.301643132s,1.234053135s,1.1733721s,1.042320448s
1.0888219s,4681.0,1.200723335s,1.133597874s,1.274727s,1.226447362s
1.4386995s,4682.0,1.09591968s,1.220630757s,1.166337s,1.126148874s
1.181139s,4683.0,1.431027456s,1.061205107s,1.3884608s,1.223262316s
1.3629985s,4684.0,1.419981901s,1.335931495s,1.1605872s,1.260977278s
1.4969484s,4685.0,1.311725607s,1.310912694s,1.147694s,1.198856135s
1.4638693s,4686.0,1.355883061s,1.282965658s,1.4823419s,1.216034404s
1.2505333s,4687.0,1.108143029s,1.062340671s,1.4748587s,1.185364626s
1.0280653s,4688.0,1.226041714s,1.105594256s,1.3345672s,1.236700238s
1.4608754s,4689.0,1.013085868s,1.329343559s,1.2424048s,1.189591344s
1.1055364s,4690.0,1.224961242s,1.367717798s,1.28667s,1.388384058s
1.2601584s,4691.0,1.451616185s,1.490251662s,1.1005416s,1.018247968s
1.4284654s,4692.0,1.061871178s,1.297706834s,1.4792473s,1.103461036s
1.0062972s,4693.0,1.251362654s,1.441749377s,1.2812118s,1.001030303s
1.4150672s,4694.0,1.048777103s,1.472980428s,1.2073026s,1.157966904s
1.1076559s,4695.0,1.401895286s,1.074906895s,1.369897s,1.351426769s
1.2410302s,4696.0,1.315996677s,1.183289177s,1.1195906s,1.338201367s
1.1703916s,4697.0,1.423071081s,1.15708467s,1.4348288s,1.161244557s
1.489461s,4698.0,1.081741689s,1.324939815s,1.12064s,1.133679465s
1.0391222s,4699.0,1.178783023s,1.421457977s,1.3465575s,1.425626535s
1.4697374s,4700.0,1.469094935s,1.402223189s,1.1195906s,1.01829464s
1.1367765s,4701.0,1.261034532s,1.345485882s,1.2836779s,1.427027412s
1.1326798s,4702.0,1.466520254s,1.363152451s,1.4306173s,1.235428562s
1.2595055s,4703.0,1.307275527s,1.3897946s,1.0114382s,1.408800966s
1.4161587s,4704.0,1.282047775s,1.163320322s,1.3795505s,1.309971125s
1.3847788s,4705.0,1.485056157s,1.080120114s,1.093652s,1.313287651s
1.4981289s,4706.0,1.264242767s,1.29522479s,1.4416754s,1.398533593s
1.2583329s,4707.0,1.111743781s,1.197248583s,1.3127028s,1.472596218s
1.0339527s,4708.0,1.464258435s,1.078977491s,1.4893517s,1.455324588s
1.2280334s,4709.0,1.359222651s,1.280478293s,1.1564641s,1.293751281s
1.2091396s,4710.0,1.343773947s,1.067497397s,1.3693229s,1.141138034s
1.1870145s,4711.0,1.329456712s,1.484092439s,1.0515271s,1.370885396s
1.1056369s,4712.0,1.363424918s,1.27321299s,1.1574047s,1.14508643s
1.110509s,4713.0,1.441587205s,1.300649471s,1.3266344s,1.221338393s
1.2977672s,4714.0,1.208018679s,1.469883331s,1.4954024s,1.329626989s
1.4218027s,4715.0,1.181615169s,1.297459301s,1.372545s,1.473317351s
1.3196163s,4716.0,1.139974038s,1.397062697s,1.463848s,1.454038757s
1.1832022s,4717.0,1.498365042s,1.188797334s,1.2654672s,1.005375256s
1.4260236s,4718.0,1.044125123s,1.207179913s,1.1374055s,1.059607322s
1.4505569s,4719.0,1.025074968s,1.181617548s,1.4936577s,1.107862179s
1.0403188s,4720.0,1.3043328s,1.272046071s,1.2124541s,1.000089169s
1.4915732s,4721.0,1.422415164s,1.013071954s,1.2951264s,1.107555767s
1.2096013s,4722.0,1.141615483s,1.359023447s,1.2184363s,1.419144724s
1.0804939s,4723.0,1.278024845s,1.088096177s,1.4365751s,1.247746035s
1.1165894s,4724.0,1.408387206s,1.347500748s,1.3526251s,1.08327784s
1.0716917s,4725.0,1.312372426s,1.446828701s,1.4965194s,1.208395463s
1.2600529s,4726.0,1.136130173s,1.473002955s,1.0876461s,1.339922421s
1.4828151s,4727.0,1.353340631s,1.023309307s,1.4297526s,1.466348676s
1.4617194s,4728.0,1.003426248s,1.294301717s,1.1515236s,1.471543137s
1.364191s,4729.0,1.399607634s,1.324898637s,1.3669319s,1.246594507s
1.3472831s,4730.0,1.10324806s,1.042811274s,1.3146725s,1.194995467s
1.1119323s,4731.0,1.186031633s,1.458853653s,1.0654347s,1.282874939s
1.4244717s,4732.0,1.194820764s,1.213204596s,1.1367011s,1.316096291s
1.296467s,4733.0,1.382524638s,1.151207858s,1.2140237s,1.13905573s
1.461548s,4734.0,1.390169976s,1.110970556s,1.3731765s,1.316096804s
1.0965566s,4735.0,1.332640864s,1.075029516s,1.485629s,1.219599794s
1.1290293s,4736.0,1.244951812s,1.384096315s,1.3341156s,1.172325276s
1.0663974s,4737.0,1.303101224s,1.282039598s,1.0425082s,1.104842005s
1.0445877s,4738.0,1.237222315s,1.29946119s,1.3807659s,1.035308778s
1.071481s,4739.0,1.392416938s,1.147964272s,1.0425082s,1.090583767s
1.4131541s,4740.0,1.251528107s,1.028516077s,1.157212s,1.005087592s
1.4194513s,4741.0,1.146704021s,1.471062955s,1.1884722s,1.05390816s
1.2928803s,4742.0,1.30632825s,1.424481827s,1.4294052s,1.470544045s
1.196693s,4743.0,1.232909419s,1.156092195s,1.1924218s,1.034635939s
1.0686118s,4744.0,1.498769921s,1.200640777s,1.320382s,1.347244133s
1.2221406s,4745.0,1.016784116s,1.394968282s,1.3024053s,1.110288409s
1.3528962s,4746.0,1.048730248s,1.214015384s,1.2263255s,1.498833039s
1.2562793s,4747.0,1.022215586s,1.022297185s,1.3809891s,1.324982004s
1.1950819s,4748.0,1.494368379s,1.428795263s,1.3085098s,1.279778934s
1.4937255s,4749.0,1.092372852s,1.351052713s,1.3651875s,1.222555422s
1.2466656s,4750.0,1.246045697s,1.19140045s,1.4196618s,1.065033148s
1.0031801s,4751.0,1.383678231s,1.427059442s,1.3995391s,1.4853458s
1.1986925s,4752.0,1.033876782s,1.32526816s,1.2250142s,1.037359046s
1.1674338s,4753.0,1.433679842s,1.345945411s,1.4674845s,1.145838443s
1.1060184s,4754.0,1.249129411s,1.074807392s,1.0378929s,1.149034016s
1.4658384s,4755.0,1.375013098s,1.10580447s,1.4709934s,1.185295895s
1.2726184s,4756.0,1.056820362s,1.254720839s,1.0447202s,1.448943477s
1.3210737s,4757.0,1.379399501s,1.092191259s,1.2250142s,1.009108179s
1.1410159s,4758.0,1.238233041s,1.309890354s,1.3532559s,1.294574651s
1.1912832s,4759.0,1.389190253s,1.394329709s,1.3804459s,1.103572324s
1.3900731s,4760.0,1.337018085s,1.356724886s,1.0785746s,1.469110586s
1.3166573s,4761.0,1.19561174s,1.429040292s,1.1518762s,1.411806262s
1.1026041s,4762.0,1.454717866s,1.29349238s,1.0765373s,1.113602546s
1.1780214s,4763.0,1.288108649s,1.018714762s,1.2557848s,1.483065564s
1.0469634s,4764.0,1.428442982s,1.07833399s,1.1254658s,1.491342582s
1.3111741s,4765.0,1.089409214s,1.446623305s,1.4300279s,1.047182262s
1.0348777s,4766.0,1.212056015s,1.281885358s,1.2463108s,1.376341079s
1.1594201s,4767.0,1.33310556s,1.216480608s,1.2725932s,1.089384453s
1.3761144s,4768.0,1.443635675s,1.055406202s,1.3336051s,1.165859834s
1.0866524s,4769.0,1.437190094s,1.424791456s,1.0245849s,1.398543927s
1.1284651s,4770.0,1.479788199s,1.472552813s,1.1237916s,1.351159045s
1.3562145s,4771.0,1.31560644s,1.011312014s,1.4795726s,1.349280363s
1.1863435s,4772.0,1.277170538s,1.3034647s,1.3391698s,1.252046189s
1.1868936s,4773.0,1.343286814s,1.078582232s,1.0725302s,1.181836051s
1.0918923s,4774.0,1.16062937s,1.461501717s,1.2135088s,1.47704314s
1.327453s,4775.0,1.304633886s,1.084874231s,1.1976448s,1.155411243s
1.0498523s,4776.0,1.482457829s,1.438997366s,1.0647291s,1.445730183s
1.3500106s,4777.0,1.103181522s,1.255907799s,1.0702955s,1.17661676s
1.0690783s,4778.0,1.491230909s,1.400965246s,1.0059235s,1.405489874s
1.318816s,4779.0,1.432002182s,1.094394451s,1.1976448s,1.020104857s
1.4102767s,4780.0,1.283877048s,1.364787881s,1.1804679s,1.475957103s
1.0552535s,4781.0,1.303149942s,1.275956644s,1.1488741s,1.132576039s
1.1353533s,4782.0,1.055722736s,1.191321433s,1.2815563s,1.125357544s
1.0709408s,4783.0,1.206412723s,1.096740768s,1.4578825s,1.050098864s
1.1904677s,4784.0,1.460148458s,1.228021062s,1.2159938s,1.006682086s
1.1528416s,4785.0,1.107353909s,1.295371272s,1.103407s,1.368415446s
1.2472794s,4786.0,1.274706758s,1.337069919s,1.3327606s,1.490697851s
1.0455517s,4787.0,1.492076325s,1.187094116s,1.2036357s,1.044967802s
1.3409697s,4788.0,1.325145271s,1.262476899s,1.2481292s,1.005560494s
1.4557548s,4789.0,1.151713447s,1.257206619s,1.1905207s,1.163829097s
1.476288s,4790.0,1.110665257s,1.005560753s,1.0255703s,1.217058125s
1.3228021s,4791.0,1.262085573s,1.413973212s,1.2105828s,1.001065854s
1.2959341s,4792.0,1.490631792s,1.46032394s,1.4758105s,1.365915581s
1.0898241s,4793.0,1.182365335s,1.015713497s,1.1416174s,1.288633325s
1.4032437s,4794.0,1.267685636s,1.377905944s,1.3918102s,1.00105994s
1.3736375s,4795.0,1.262092567s,1.021962275s,1.448665s,1.185868703s
1.3696958s,4796.0,1.405938137s,1.407455611s,1.3879815s,1.095368279s
1.0457315s,4797.0,1.210029626s,1.216058697s,1.4357287s,1.197345059s
1.3398814s,4798.0,1.32905707s,1.406195202s,1.0352711s,1.456057909s
1.1299264s,4799.0,1.384028417s,1.475972424s,1.4132256s,1.195060225s
1.1531489s,4800.0,1.200015789s,1.46254706s,1.0975874s,1.156617266s
1.2930572s,4801.0,1.370382474s,1.029273126s,1.0854516s,1.081815543s
1.0578442s,4802.0,1.40568173s,1.072460697s,1.3594294s,1.110050258s
1.0304378s,4803.0,1.183732463s,1.131327619s,1.3902687s,1.00404325s
1.1806015s,4804.0,1.216824918s,1.095337886s,1.4365981s,1.012303938s
1.2424754s,4805.0,1.308994992s,1.31510669s,1.3995492s,1.239835147s
1.0627891s,4806.0,1.411130264s,1.454004787s,1.0302675s,1.279057267s
1.0820429s,4807.0,1.273838537s,1.433224662s,1.4423235s,1.460552894s
1.1823034s,4808.0,1.068895118s,1.044750488s,1.3973491s,1.185567196s
1.2315939s,4809.0,1.117724716s,1.28634033s,1.0057763s,1.061522642s
1.1465841s,4810.0,1.324537169s,1.099583485s,1.1885714s,1.163300457s
1.1436626s,4811.0,1.024998433s,1.382097632s,1.3593306s,1.043711742s
1.231594s,4812.0,1.353608917s,1.497324499s,1.2797329s,1.315062039s
1.2048343s,4813.0,1.366801262s,1.392444685s,1.242353s,1.269594689s
1.4136747s,4814.0,1.155549439s,1.193065438s,1.0748417s,1.34326591s
1.4232445s,4815.0,1.337011328s,1.430894196s,1.0375765s,1.186106094s
1.0288307s,4816.0,1.194009369s,1.273238223s,1.1536181s,1.273785817s
1.2854061s,4817.0,1.417636478s,1.094414065s,1.0435545s,1.206279177s
1.3698396s,4818.0,1.298478446s,1.053081013s,1.2733688s,1.49461888s
1.3540558s,4819.0,1.402350077s,1.109842556s,1.3187633s,1.128952065s
1.0168523s,4820.0,1.302946749s,1.263931334s,1.4171139s,1.032489932s
1.2091404s,4821.0,1.419438579s,1.196045106s,1.3707982s,1.138415309s
1.1803331s,4822.0,1.176464855s,1.109051444s,1.4548016s,1.188142313s
1.0351833s,4823.0,1.399285021s,1.431557532s,1.498111s,1.312675846s
1.4859881s,4824.0,1.141523939s,1.416932856s,1.4227898s,1.02412701s
1.2702322s,4825.0,1.461849021s,1.093228016s,1.460866s,1.172973623s
1.0802869s,4826.0,1.350960879s,1.413705033s,1.0334257s,1.190389034s
1.420845s,4827.0,1.352099784s,1.029034998s,1.0636025s,1.479594033s
1.2433502s,4828.0,1.211584817s,1.456236406s,1.0653443s,1.399228985s
1.0015995s,4829.0,1.42378599s,1.247807799s,1.29605s,1.347051482s
1.1272877s,4830.0,1.463057636s,1.345361744s,1.0653443s,1.162640698s
1.3105077s,4831.0,1.090184727s,1.498719437s,1.3667935s,1.038623188s
1.3315418s,4832.0,1.357514469s,1.419732224s,1.2391966s,1.250278436s
1.1762165s,4833.0,1.225968835s,1.109802751s,1.35025s,1.203045716s
1.2382386s,4834.0,1.419272053s,1.432452873s,1.037894s,1.446114133s
1.2087141s,4835.0,1.422534923s,1.194204048s,1.3976068s,1.250296691s
1.2775502s,4836.0,1.355373663s,1.442713536s,1.1245635s,1.444982652s
1.2832041s,4837.0,1.231742017s,1.418591413s,1.1590371s,1.126907539s
1.0173559s,4838.0,1.350956293s,1.47746693s,1.021789s,1.27149468s
1.3496535s,4839.0,1.069094814s,1.382919551s,1.457692s,1.370742597s
1.3912508s,4840.0,1.083561017s,1.346297785s,1.0947212s,1.370753426s
1.1072201s,4841.0,1.108224561s,1.108750071s,1.3301332s,1.45409906s
1.261987s,4842.0,1.14453072s,1.434956315s,1.0989845s,1.084787345s
1.4878975s,4843.0,1.326985449s,1.478332211s,1.2590612s,1.192039803s
1.1630122s,4844.0,1.226592545s,1.103267419s,1.3074336s,1.251249157s
1.0136504s,4845.0,1.379654202s,1.200635739s,1.4485088s,1.043111066s
1.4066157s,4846.0,1.071446364s,1.09998022s,1.0555615s,1.487344625s
1.3460953s,4847.0,1.24789179s,1.279666375s,1.262385s,1.41295602s
1.4820048s,4848.0,1.215598268s,1.078360031s,1.1751204s,1.080571997s
1.1354019s,4849.0,1.067047013s,1.474125094s,1.4145976s,1.305493989s
1.2936901s,4850.0,1.173009945s,1.430778477s,1.2834589s,1.329707305s
1.302897s,4851.0,1.485076522s,1.331636274s,1.4738369s,1.0951443s
1.2709223s,4852.0,1.076337308s,1.043466998s,1.1440475s,1.415970298s
1.2993493s,4853.0,1.146100634s,1.004839031s,1.4229583s,1.260351914s
1.3197411s,4854.0,1.479481501s,1.481412878s,1.1669587s,1.32953502s
1.2664395s,4855.0,1.151511274s,1.14343567s,1.2363301s,1.108395195s
1.2385831s,4856.0,1.134012276s,1.38682088s,1.4187081s,1.253910506s
1.16008s,4857.0,1.056328811s,1.480296277s,1.2438991s,1.389757334s
1.0260913s,4858.0,1.206230314s,1.080444577s,1.1612842s,1.436108547s
1.4304567s,4859.0,1.425540909s,1.272768497s,1.2979984s,1.237681165s
1.1833199s,4860.0,1.318243301s,1.145718595s,1.019568s,1.255104653s
1.1392918s,4861.0,1.08715067s,1.200595899s,1.441812s,1.068584199s
1.3295928s,4862.0,1.194840241s,1.285505804s,1.4346349s,1.047366423s
1.2293855s,4863.0,1.497013183s,1.181700809s,1.2237817s,1.408201291s
1.1585322s,4864.0,1.337053524s,1.140182316s,1.2988191s,1.471467571s
1.1474123s,4865.0,1.139034277s,1.365804798s,1.1604373s,1.184393811s
1.4617633s,4866.0,1.10362791s,1.408014746s,1.4855696s,1.295917513s
1.2664395s,4867.0,1.404589247s,1.326645355s,1.2616427s,1.088874978s
1.0051815s,4868.0,1.151079978s,1.352051878s,1.314452s,1.213620638s
1.2664612s,4869.0,1.22159025s,1.492825914s,1.3633433s,1.163132181s
1.350108s,4870.0,1.402326358s,1.170331181s,1.1876856s,1.02010186s
1.260692s,4871.0,1.421370775s,1.445282231s,1.0316862s,1.331020289s
1.2191936s,4872.0,1.299579407s,1.465805829s,1.2647625s,1.304601561s
1.027541s,4873.0,1.171793609s,1.081571956s,1.2734376s,1.407422961s
1.0836784s,4874.0,1.245615325s,1.316907777s,1.3778664s,1.209979164s
1.0455035s,4875.0,1.389377498s,1.029169967s,1.4168809s,1.32990616s
1.0506583s,4876.0,1.472023278s,1.336548704s,1.0725431s,1.257396873s
1.3391397s,4877.0,1.012028413s,1.076344423s,1.3155931s,1.345249528s
1.3847881s,4878.0,1.27880997s,1.292901188s,1.1186137s,1.214112s
1.0046197s,4879.0,1.160714558s,1.178285302s,1.2744229s,1.090647517s
1.1850077s,4880.0,1.263422077s,1.044651682s,1.0932898s,1.466688342s
1.1586562s,4881.0,1.396898629s,1.164589624s,1.1164921s,1.222688124s
1.2251505s,4882.0,1.295763933s,1.091025647s,1.0278783s,1.430084414s
1.4482864s,4883.0,1.289088222s,1.078640155s,1.2637661s,1.032346044s
1.1642754s,4884.0,1.458741254s,1.038450352s,1.4567132s,1.163649953s
1.3515503s,4885.0,1.024389037s,1.148834783s,1.3956299s,1.190113114s
1.1560437s,4886.0,1.100668532s,1.400057958s,1.1218655s,1.185964489s
1.3920553s,4887.0,1.060945447s,1.166777347s,1.1026473s,1.212444829s
1.0797852s,4888.0,1.474190696s,1.12732885s,1.0602072s,1.4963138s
1.137259s,4889.0,1.488535645s,1.035245913s,1.0135174s,1.190106057s
1.4155001s,4890.0,1.213359289s,1.347667857s,1.0621487s,1.024100032s
1.4159835s,4891.0,1.003382466s,1.324526903s,1.0743029s,1.285678886s
1.4705161s,4892.0,1.268584312s,1.146584138s,1.3723536s,1.054356902s
1.0116869s,4893.0,1.196906868s,1.069104684s,1.2762568s,1.163940927s
1.0902544s,4894.0,1.471547084s,1.202032098s,1.1893444s,1.038134631s
1.1302074s,4895.0,1.314952274s,1.193766979s,1.1344921s,1.233180416s
1.4215411s,4896.0,1.166157686s,1.363764045s,1.4875616s,1.403122095s
1.0556738s,4897.0,1.093736373s,1.371113618s,1.1356065s,1.312914686s
1.0176411s,4898.0,1.341018197s,1.308271509s,1.0695786s,1.059505294s
1.0708519s,4899.0,1.265186755s,1.437347792s,1.1214774s,1.075728072s
1.1483666s,4900.0,1.085956745s,1.097331117s,1.2448292s,1.270424667s
1.2522307s,4901.0,1.069257079s,1.301227875s,1.1668307s,1.134735745s
1.4723615s,4902.0,1.057016329s,1.338326335s,1.2159115s,1.179966171s
1.1088941s,4903.0,1.332809141s,1.49154918s,1.2496483s,1.083273515s
1.3211678s,4904.0,1.007396315s,1.442876425s,1.2229555s,1.064363416s
1.3815323s,4905.0,1.439571416s,1.498749832s,1.3836811s,1.024145107s
1.3674255s,4906.0,1.493013242s,1.342732506s,1.2737632s,1.477608662s
1.3035884s,4907.0,1.018435077s,1.238018957s,1.4148292s,1.186235319s
1.1739116s,4908.0,1.474459838s,1.072070933s,1.4617106s,1.447302819s
1.2337096s,4909.0,1.430714605s,1.0402755s,1.1585123s,1.191410733s
1.2360422s,4910.0,1.096728864s,1.150456795s,1.0039151s,1.091473369s
1.1645142s,4911.0,1.166229595s,1.320009059s,1.0977229s,1.011117916s
1.1424049s,4912.0,1.037082758s,1.09140268s,1.4540978s,1.035346298s
1.1393569s,4913.0,1.291232551s,1.367243124s,1.3142749s,1.161370758s
1.0518869s,4914.0,1.278022753s,1.333490322s,1.185825s,1.120894129s
1.0639309s,4915.0,1.156312719s,1.004852977s,1.3854625s,1.141095983s
1.3548634s,4916.0,1.117773104s,1.347750605s,1.0101849s,1.459380575s
1.3065152s,4917.0,1.496917731s,1.496836538s,1.1214313s,1.244646188s
1.3355022s,4918.0,1.183648995s,1.109102047s,1.006429s,1.391081963s
1.4482864s,4919.0,1.341973815s,1.197366084s,1.3993149s,1.349947719s
1.1594708s,4920.0,1.473659026s,1.068968243s,1.3217585s,1.092598334s
1.1758818s,4921.0,1.219579498s,1.262731995s,1.3536796s,1.328519392s
1.4643375s,4922.0,1.058036877s,1.03249621s,1.0274848s,1.045129281s
1.1446509s,4923.0,1.494564487s,1.013607022s,1.1242627s,1.437042011s
1.0475843s,4924.0,1.001533756s,1.378502549s,1.0345674s,1.239132968s
1.490057s,4925.0,1.32202226s,1.308287956s,1.0042069s,1.180702757s
1.0692164s,4926.0,1.097352932s,1.250517959s,1.0996875s,1.441233892s
1.3088145s,4927.0,1.370944789s,1.209724813s,1.3340017s,1.048381008s
1.4557485s,4928.0,1.350729734s,1.330032733s,1.3959118s,1.199966392s
1.3757056s,4929.0,1.14701489s,1.380697779s,1.3888162s,1.239125301s
1.4433541s,4930.0,1.292206468s,1.207536038s,1.1152239s,1.372699457s
1.0730796s,4931.0,1.303584851s,1.397455751s,1.2144336s,1.037064127s
1.2867927s,4932.0,1.266005852s,1.120313693s,1.2518617s,1.444331537s
1.4698354s,4933.0,1.421356986s,1.329990352s,1.0773268s,1.499078403s
1.4255113s,4934.0,1.006395318s,1.124582997s,1.0718726s,1.06426583s
1.382349s,4935.0,1.355075946s,1.425046655s,1.4047017s,1.473551993s
1.3725156s,4936.0,1.131596298s,1.07392245s,1.0415673s,1.021873603s
1.1278243s,4937.0,1.398010567s,1.012607491s,1.2794202s,1.131768046s
1.027253s,4938.0,1.464233545s,1.231108485s,1.3226306s,1.490750146s
1.1475183s,4939.0,1.448757286s,1.401673105s,1.3434605s,1.097561289s
1.2235501s,4940.0,1.160257925s,1.466580441s,1.3276587s,1.386132075s
1.3264652s,4941.0,1.290566343s,1.181018994s,1.4115466s,1.039300667s
1.4876676s,4942.0,1.128840121s,1.222487205s,1.395463s,1.228731747s
1.2066463s,4943.0,1.051371884s,1.450136105s,1.4874072s,1.229836759s
1.0960529s,4944.0,1.226067872s,1.22672048s,1.07059s,1.051575925s
1.0723338s,4945.0,1.320327873s,1.21627405s,1.0398689s,1.001091391s
1.1344314s,4946.0,1.158083581s,1.124868823s,1.2533512s,1.413285062s
1.1061885s,4947.0,1.408211801s,1.021141229s,1.327413s,1.410067555s
1.000211s,4948.0,1.133159552s,1.102606719s,1.1829485s,1.187445037s
1.3380656s,4949.0,1.138574248s,1.285870957s,1.1975999s,1.079092333s
1.2202319s,4950.0,1.19503563s,1.069398025s,1.3415529s,1.069877315s
1.1061885s,4951.0,1.217551003s,1.003045898s,1.4047445s,1.241984261s
1.4116498s,4952.0,1.456433471s,1.343192848s,1.2092331s,1.025088035s
1.211131s,4953.0,1.28896111s,1.490339193s,1.1487729s,1.235677837s
1.0352123s,4954.0,1.31881427s,1.249864556s,1.2973799s,1.19646676s
1.3465276s,4955.0,1.01537139s,1.13888311s,1.02478s,1.449706709s
1.0654625s,4956.0,1.013074636s,1.266590255s,1.2515577s,1.34804776s
1.1567988s,4957.0,1.2714299s,1.29494714s,1.4007248s,1.318827417s
1.3226833s,4958.0,1.283470548s,1.317575976s,1.4034598s,1.263606742s
1.0756498s,4959.0,1.114408779s,1.133510834s,1.18156s,1.360224147s
1.195683s,4960.0,1.170521827s,1.44407113s,1.0509533s,1.375457664s
1.2428438s,4961.0,1.494904515s,1.060127776s,1.0653098s,1.160968807s
1.3082428s,4962.0,1.085973028s,1.356750504s,1.4583417s,1.353847143s
1.4267751s,4963.0,1.098042135s,1.101078051s,1.4961866s,1.043141477s
1.4811775s,4964.0,1.351434539s,1.313790831s,1.4470054s,1.053370651s
1.0473861s,4965.0,1.116586545s,1.370040155s,1.1219504s,1.128780188s
1.0059986s,4966.0,1.378079763s,1.030654822s,1.0729522s,1.334681442s
1.3371346s,4967.0,1.054013358s,1.079489473s,1.2991983s,1.288401773s
1.2239647s,4968.0,1.272540316s,1.415325076s,1.0228445s,1.107563817s
1.1312662s,4969.0,1.42536174s,1.154598818s,1.1574771s,1.448073574s
1.2353879s,4970.0,1.401053372s,1.31492545s,1.4760293s,1.218210672s
1.1662306s,4971.0,1.423542946s,1.328964908s,1.3459582s,1.111609821s
1.1390428s,4972.0,1.112584419s,1.332095325s,1.3064303s,1.164083461s
1.3339587s,4973.0,1.081605841s,1.29464937s,1.2028031s,1.348778611s
1.1434333s,4974.0,1.350146815s,1.354995052s,1.134865s,1.317510475s
1.0433354s,4975.0,1.343460004s,1.200451633s,1.3663717s,1.237305376s
1.4643661s,4976.0,1.475717667s,1.464711832s,1.0029353s,1.137840373s
1.2000439s,4977.0,1.038998343s,1.294592491s,1.3485317s,1.052366668s
1.3290436s,4978.0,1.026879238s,1.477925516s,1.1317293s,1.397100617s
1.0959844s,4979.0,1.121381218s,1.277409467s,1.311763s,1.021092602s
1.0125548s,4980.0,1.098170217s,1.170862119s,1.3963166s,1.350954362s
1.1831263s,4981.0,1.439151226s,1.417234249s,1.3019532s,1.405086943s
1.4409295s,4982.0,1.050684054s,1.313509802s,1.3348537s,1.188238461s
1.0217938s,4983.0,1.493609741s,1.348519621s,1.4517276s,1.201495883s
